# totreads normalization of /Users/jeffhykin/repos/transit/src/pytransit/../..//src/pytransit/data/111_cholesterol_glycerol_combined.cwig
#File: src/pytransit/data/cholesterol_H37Rv_rep1.wig
#File: src/pytransit/data/cholesterol_H37Rv_rep2.wig
#File: src/pytransit/data/cholesterol_H37Rv_rep3.wig
#File: src/pytransit/data/glycerol_H37Rv_rep1.wig
#File: src/pytransit/data/glycerol_H37Rv_rep2.wig
60	0.0	0.0	0.0	0.0	0.0
72	0.0	0.0	0.0	0.0	0.0
102	0.0	0.0	0.0	0.0	0.0
188	0.0	0.0	0.0	0.0	0.0
246	0.0	0.0	0.0	0.0	0.0
333	0.0	0.0	0.0	0.0	0.0
360	0.0	0.0	0.0	0.0	0.0
426	0.0	0.0	0.0	0.0	0.0
448	0.0	0.0	0.0	0.0	0.0
471	0.0	0.0	0.0	0.0	0.0
483	0.0	0.0	0.0	0.0	0.0
494	0.0	0.0	0.0	0.0	0.0
504	0.0	0.0	0.0	0.0	0.0
514	0.0	0.0	0.0	0.0	0.0
525	0.0	0.0	0.0	0.0	0.0
534	0.0	0.0	0.0	0.0	0.0
601	0.0	0.0	0.0	0.0	0.0
653	0.0	0.0	0.0	0.0	0.0
670	0.0	0.0	0.0	0.0	0.0
706	0.0	0.0	0.0	0.0	0.0
741	0.0	0.0	0.0	0.0	0.0
784	0.0	0.0	0.0	0.0	0.0
794	0.0	0.0	0.0	0.0	0.0
843	0.0	0.0	0.0	0.0	0.0
989	0.0	0.0	0.0	0.0	0.0
1092	0.0	0.0	0.0	0.0	0.0
1104	0.0	0.0	0.0	0.0	0.0
1267	0.0	0.0	0.0	0.0	0.0
1278	0.0	0.0	0.0	0.0	0.0
1345	0.0	0.0	0.0	0.0	0.0
1423	0.0	0.0	0.0	0.0	0.0
1522	0.0	0.0	0.0	0.0	210.7
1552	0.0	24.9	0.0	73.3	0.0
1635	149.3	19.3	0.0	38.0	341.6
1779	0.0	0.0	0.0	0.0	0.0
1782	0.0	0.0	0.0	0.0	0.0
1788	0.0	0.0	0.0	0.0	0.0
1847	0.0	0.0	0.0	0.0	0.0
1858	221.2	58.0	48.2	70.5	581.1
1921	0.0	0.0	0.0	0.0	35.7
2001	0.0	0.0	0.0	0.0	0.0
2012	0.0	0.0	0.0	0.0	0.0
2063	0.0	0.0	0.0	0.0	0.0
2104	0.0	0.0	0.0	0.0	0.0
